 563  0.089  0.066  -0.998  -0.061  -1.104  -0.969  |  0.096  0.125  -1.031  -0.018  -1.146  -1.073  |  0.259  0.268  0.251  0.252 
 571  0.091  0.053  -0.957  -0.067  -1.055  -1.004  |  0.093  0.100  -0.997  -0.039  -1.125  -1.028  |  0.255  0.272  0.251  0.251 
 583  0.081  0.040  -0.954  -0.055  -1.100  -0.993  |  0.092  0.084  -0.988  -0.051  -1.103  -1.026  |  0.255  0.272  0.251  0.251 
 591  0.075  0.035  -0.986  -0.055  -1.053  -1.023  |  0.087  0.065  -0.973  -0.054  -1.101  -1.009  |  0.255  0.273  0.250  0.251 
 594  0.077  0.039  -0.879  -0.053  -1.008  -1.118  |  0.082  0.046  -0.976  -0.059  -1.073  -1.002  |  0.255  0.273  0.250  0.251 
 607  0.073  0.031  -1.065  -0.038  -1.211  -1.067  |  0.080  0.041  -0.931  -0.057  -1.045  -1.051  |  0.259  0.273  0.246  0.251 
 651  0.072  0.011  -0.998  -0.060  -1.090  -0.990  |  0.076  0.035  -0.990  -0.048  -1.117  -1.053  |  0.260  0.272  0.242  0.255 
 682  0.070  -0.014  -0.914  -0.070  -0.971  -0.929  |  0.074  0.025  -0.985  -0.053  -1.090  -1.037  |  0.257  0.265  0.248  0.261 
 715  0.065  -0.029  -0.948  -0.091  -0.994  -0.987  |  0.073  0.011  -0.954  -0.058  -1.050  -1.006  |  0.250  0.290  0.241  0.246 
 724  0.067  -0.029  -0.981  -0.093  -0.968  -0.917  |  0.069  -0.006  -0.975  -0.070  -1.052  -0.992  |  0.247  0.276  0.243  0.262 
 767  0.062  0.007  -0.982  -0.073  -0.980  -0.847  |  0.068  -0.018  -0.964  -0.082  -0.998  -0.948  |  0.240  0.266  0.253  0.271 
 781  0.057  0.003  -0.982  -0.073  -0.964  -1.010  |  0.065  -0.011  -0.961  -0.080  -0.979  -0.906  |  0.232  0.243  0.267  0.293 
 807  0.060  0.002  -0.990  -0.071  -0.940  -1.052  |  0.062  -0.009  -0.975  -0.081  -0.974  -0.954  |  0.236  0.241  0.263  0.295 
 825  0.057  -0.014  -0.906  -0.093  -0.915  -0.958  |  0.061  -0.003  -0.985  -0.076  -0.959  -0.976  |  0.235  0.251  0.261  0.287 
 839  0.057  -0.015  -0.850  -0.098  -0.912  -0.918  |  0.059  -0.003  -0.953  -0.080  -0.943  -0.965  |  0.233  0.256  0.259  0.284 
 891  0.060  -0.021  -0.967  -0.095  -0.946  -0.901  |  0.057  -0.008  -0.916  -0.087  -0.929  -0.971  |  0.235  0.262  0.254  0.281 
 907  0.057  -0.058  -0.787  -0.112  -0.864  -0.762  |  0.059  -0.014  -0.936  -0.090  -0.932  -0.946  |  0.234  0.261  0.255  0.282 
 930  0.052  -0.072  -0.965  -0.115  -1.012  -0.808  |  0.058  -0.033  -0.859  -0.102  -0.900  -0.860  |  0.221  0.275  0.259  0.273 
 966  0.053  -0.071  -0.882  -0.099  -0.920  -0.896  |  0.056  -0.047  -0.907  -0.107  -0.949  -0.839  |  0.224  0.268  0.260  0.277 
 1008  0.055  -0.062  -0.964  -0.105  -0.914  -0.829  |  0.055  -0.058  -0.897  -0.104  -0.932  -0.852  |  0.227  0.249  0.264  0.294 
 1101  0.047  -0.069  -0.942  -0.099  -0.965  -0.988  |  0.054  -0.065  -0.912  -0.107  -0.925  -0.825  |  0.225  0.250  0.265  0.294 
 1111  0.042  -0.080  -0.895  -0.097  -0.953  -1.008  |  0.051  -0.068  -0.939  -0.104  -0.955  -0.902  |  0.224  0.252  0.265  0.292 
 1149  0.043  -0.073  -0.852  -0.097  -1.081  -0.894  |  0.048  -0.072  -0.915  -0.099  -0.941  -0.946  |  0.224  0.252  0.265  0.292 
 1208  0.043  -0.044  -0.894  -0.099  -0.949  -0.818  |  0.046  -0.071  -0.901  -0.099  -0.999  -0.923  |  0.224  0.249  0.267  0.294 
 1221  0.043  -0.043  -1.070  -0.099  -1.040  -1.022  |  0.044  -0.062  -0.895  -0.098  -0.980  -0.905  |  0.224  0.249  0.267  0.294 
 1224  0.042  -0.033  -0.897  -0.091  -1.038  -0.959  |  0.043  -0.056  -0.956  -0.098  -1.013  -0.953  |  0.224  0.249  0.267  0.294 
 1228  0.045  -0.042  -0.855  -0.090  -0.905  -0.841  |  0.043  -0.045  -0.922  -0.096  -1.029  -0.930  |  0.224  0.249  0.267  0.294 
 1278  0.039  -0.041  -1.107  -0.084  -1.023  -0.971  |  0.044  -0.041  -0.914  -0.094  -0.967  -0.896  |  0.221  0.212  0.279  0.329 
 1322  0.038  -0.046  -1.103  -0.089  -0.906  -0.831  |  0.041  -0.040  -1.007  -0.090  -1.006  -0.953  |  0.224  0.208  0.278  0.332 
