 715  0.029  -0.171  -0.463  -0.199  -0.490  -0.288  |  -0.001  -0.244  -0.313  -0.251  -0.308  -0.133  |  0.250  0.290  0.241  0.246 
 724  0.016  -0.134  -0.554  -0.162  -0.573  -0.425  |  0.011  -0.215  -0.360  -0.229  -0.362  -0.177  |  0.247  0.276  0.243  0.262 
 767  0.016  -0.168  -0.522  -0.190  -0.506  -0.453  |  0.008  -0.183  -0.444  -0.198  -0.449  -0.287  |  0.240  0.266  0.253  0.271 
 781  -0.015  -0.120  -0.656  -0.126  -0.626  -0.627  |  0.011  -0.174  -0.496  -0.191  -0.495  -0.373  |  0.232  0.243  0.267  0.293 
 807  -0.006  -0.090  -0.710  -0.093  -0.684  -0.662  |  0.006  -0.143  -0.570  -0.160  -0.564  -0.484  |  0.236  0.241  0.263  0.295 
 825  -0.010  -0.090  -0.705  -0.107  -0.664  -0.685  |  0.001  -0.121  -0.630  -0.133  -0.614  -0.566  |  0.235  0.251  0.261  0.287 
 839  0.014  -0.109  -0.772  -0.137  -0.761  -0.781  |  -0.005  -0.112  -0.659  -0.124  -0.629  -0.622  |  0.233  0.256  0.259  0.284 
 891  0.036  -0.130  -0.733  -0.177  -0.798  -0.567  |  -0.001  -0.103  -0.723  -0.120  -0.699  -0.707  |  0.235  0.262  0.254  0.281 
 907  0.024  -0.107  -0.728  -0.141  -0.742  -0.657  |  0.014  -0.110  -0.730  -0.138  -0.741  -0.652  |  0.234  0.261  0.255  0.282 
 930  0.010  -0.131  -0.600  -0.124  -0.596  -0.547  |  0.017  -0.109  -0.733  -0.140  -0.741  -0.669  |  0.221  0.275  0.259  0.273 
 966  -0.000  -0.153  -0.788  -0.160  -0.778  -0.612  |  0.019  -0.121  -0.687  -0.141  -0.698  -0.620  |  0.224  0.268  0.260  0.277 
 1008  0.026  -0.126  -0.794  -0.150  -0.862  -0.708  |  0.014  -0.135  -0.727  -0.152  -0.738  -0.599  |  0.227  0.249  0.264  0.294 
 1101  0.047  -0.102  -0.843  -0.154  -0.892  -0.659  |  0.017  -0.128  -0.741  -0.145  -0.768  -0.646  |  0.225  0.250  0.265  0.294 
 1111  0.018  -0.133  -0.792  -0.158  -0.821  -0.646  |  0.026  -0.123  -0.774  -0.148  -0.804  -0.637  |  0.224  0.252  0.265  0.292 
 1149  0.057  -0.109  -0.824  -0.165  -0.854  -0.677  |  0.022  -0.129  -0.802  -0.156  -0.835  -0.654  |  0.224  0.252  0.265  0.292 
 1208  0.038  -0.096  -0.832  -0.153  -0.857  -0.679  |  0.041  -0.116  -0.816  -0.159  -0.857  -0.673  |  0.224  0.249  0.267  0.294 
 1221  0.042  -0.095  -0.818  -0.145  -0.860  -0.651  |  0.040  -0.107  -0.825  -0.157  -0.856  -0.668  |  0.224  0.249  0.267  0.294 
 1224  0.044  -0.102  -0.822  -0.156  -0.878  -0.638  |  0.039  -0.106  -0.817  -0.154  -0.851  -0.661  |  0.224  0.249  0.267  0.294 
 1228  0.044  -0.104  -0.875  -0.153  -0.923  -0.687  |  0.045  -0.101  -0.824  -0.155  -0.865  -0.656  |  0.224  0.249  0.267  0.294 
 1278  0.027  -0.102  -0.848  -0.136  -0.846  -0.743  |  0.042  -0.100  -0.844  -0.152  -0.888  -0.668  |  0.221  0.212  0.279  0.329 
 1322  0.023  -0.097  -0.943  -0.121  -0.969  -0.737  |  0.037  -0.101  -0.842  -0.145  -0.871  -0.692  |  0.224  0.208  0.278  0.332 
