 682  -0.021  -0.011  -0.893  0.022  -1.013  -1.090  |  -0.019  -0.015  -0.920  -0.010  -0.858  -0.970  |  0.257  0.265  0.248  0.261 
 715  -0.023  -0.025  -0.935  -0.010  -0.889  -0.999  |  -0.020  -0.012  -0.910  0.005  -0.928  -1.028  |  0.250  0.290  0.241  0.246 
 724  -0.021  -0.012  -0.908  -0.008  -0.766  -0.779  |  -0.020  -0.020  -0.922  -0.006  -0.912  -0.996  |  0.247  0.276  0.243  0.262 
 767  -0.017  -0.060  -0.789  -0.073  -0.762  -1.009  |  -0.020  -0.020  -0.894  -0.012  -0.841  -0.889  |  0.240  0.266  0.253  0.271 
 781  -0.023  -0.069  -0.992  -0.065  -0.900  -1.070  |  -0.020  -0.034  -0.863  -0.028  -0.839  -0.977  |  0.232  0.243  0.267  0.293 
 807  -0.020  -0.084  -0.944  -0.085  -0.829  -0.890  |  -0.021  -0.047  -0.923  -0.044  -0.843  -0.986  |  0.236  0.241  0.263  0.295 
 825  -0.021  -0.080  -0.823  -0.068  -0.987  -1.049  |  -0.020  -0.062  -0.915  -0.063  -0.817  -0.927  |  0.235  0.251  0.261  0.287 
 839  -0.024  -0.072  -0.916  -0.074  -0.835  -0.941  |  -0.021  -0.075  -0.874  -0.072  -0.893  -1.013  |  0.233  0.256  0.259  0.284 
 891  -0.021  -0.073  -0.778  -0.069  -0.797  -0.954  |  -0.022  -0.076  -0.918  -0.073  -0.877  -0.978  |  0.235  0.262  0.254  0.281 
 907  -0.019  -0.078  -0.821  -0.089  -0.820  -1.004  |  -0.021  -0.077  -0.848  -0.073  -0.849  -0.958  |  0.234  0.261  0.255  0.282 
 930  -0.021  -0.082  -0.875  -0.080  -0.749  -0.801  |  -0.021  -0.076  -0.832  -0.078  -0.852  -0.990  |  0.221  0.275  0.259  0.273 
 966  -0.016  -0.083  -0.842  -0.079  -0.921  -1.059  |  -0.021  -0.078  -0.853  -0.078  -0.790  -0.900  |  0.224  0.268  0.260  0.277 
 1008  -0.015  -0.071  -0.799  -0.087  -0.874  -0.898  |  -0.019  -0.080  -0.831  -0.079  -0.842  -0.975  |  0.227  0.249  0.264  0.294 
 1101  -0.013  -0.054  -0.904  -0.070  -0.864  -0.922  |  -0.017  -0.077  -0.827  -0.084  -0.848  -0.932  |  0.225  0.250  0.265  0.294 
 1111  -0.010  -0.033  -0.857  -0.030  -0.923  -0.989  |  -0.016  -0.069  -0.865  -0.077  -0.854  -0.920  |  0.224  0.252  0.265  0.292 
 1149  -0.012  -0.039  -0.827  -0.030  -0.795  -0.844  |  -0.013  -0.055  -0.852  -0.059  -0.901  -0.972  |  0.224  0.252  0.265  0.292 
 1208  -0.010  -0.075  -0.854  -0.083  -0.900  -0.910  |  -0.012  -0.047  -0.842  -0.049  -0.850  -0.899  |  0.224  0.249  0.267  0.294 
 1221  -0.012  -0.078  -0.873  -0.100  -0.867  -0.821  |  -0.011  -0.055  -0.859  -0.059  -0.877  -0.915  |  0.224  0.249  0.267  0.294 
 1224  -0.012  -0.088  -0.861  -0.092  -0.877  -0.964  |  -0.011  -0.061  -0.857  -0.069  -0.870  -0.877  |  0.224  0.249  0.267  0.294 
 1228  -0.011  -0.083  -0.843  -0.078  -0.868  -1.011  |  -0.011  -0.074  -0.855  -0.080  -0.863  -0.900  |  0.224  0.249  0.267  0.294 
 1278  -0.010  -0.074  -0.921  -0.076  -1.022  -1.077  |  -0.011  -0.081  -0.855  -0.086  -0.876  -0.943  |  0.221  0.212  0.279  0.329 
 1322  -0.007  -0.077  -0.821  -0.091  -0.855  -0.977  |  -0.011  -0.079  -0.884  -0.084  -0.931  -0.990  |  0.224  0.208  0.278  0.332 
